city,body_type,Kms_Driven,oem,model,modelYear,variantName,price,Insurance Validity,Fuel Type,Seating_Capacity,Ownership,Transmission,Color
5.0,2.0,7940,4.0,37.0,2020,31.0,389000,1.0,4.0,5,3.0,1.0,113.0
5.0,2.0,100000,9.0,77.0,2010,1104.0,114999,4.0,4.0,5,2.0,1.0,8.0
5.0,8.0,40000,1.0,12.0,2011,661.0,865000,1.0,1.0,5,1.0,0.0,107.0
5.0,8.0,60000,5.0,41.0,2011,1018.0,185000,4.0,4.0,5,3.0,1.0,54.0
5.0,8.0,19859,1.0,15.0,2019,733.0,3950000,1.0,1.0,5,1.0,0.0,56.0
5.0,7.0,7405,12.0,99.0,2023,1423.0,6250000,1.0,4.0,5,1.0,0.0,135.0
5.0,7.0,52922,8.0,56.0,2016,2028.0,620000,1.0,4.0,7,1.0,1.0,113.0
5.0,7.0,60000,6.0,48.0,2015,342.0,350000,4.0,4.0,5,1.0,1.0,107.0
5.0,2.0,32000,9.0,73.0,2019,92.0,463999,1.0,4.0,5,1.0,1.0,9.0
5.0,2.0,47739,8.0,62.0,2017,162.0,412000,1.0,4.0,5,3.0,1.0,107.0
5.0,2.0,10717,20.0,147.0,2019,1735.0,375000,4.0,4.0,5,3.0,0.0,113.0
5.0,8.0,41000,8.0,59.0,2015,2002.0,621000,1.0,1.0,5,1.0,1.0,135.0
5.0,2.0,17619,9.0,76.0,2020,1299.0,443000,1.0,4.0,5,3.0,1.0,113.0
5.0,2.0,9221,27.0,224.0,2021,26.0,422000,1.0,4.0,5,1.0,1.0,107.0
5.0,7.0,70000,8.0,65.0,2019,2025.0,550000,4.0,4.0,5,1.0,1.0,113.0
5.0,2.0,10519,20.0,168.0,2019,1728.0,545000,4.0,4.0,5,1.0,1.0,113.0
5.0,8.0,50000,9.0,81.0,2014,406.0,450000,4.0,4.0,5,3.0,1.0,85.0
5.0,2.0,19907,20.0,151.0,2022,1750.0,597000,1.0,0.0,5,1.0,1.0,85.0
5.0,2.0,84771,20.0,168.0,2015,1728.0,330000,1.0,4.0,5,3.0,1.0,113.0
5.0,2.0,7000,8.0,57.0,2015,1714.0,595000,1.0,4.0,5,3.0,0.0,56.0
5.0,8.0,50000,8.0,59.0,2017,2027.0,500000,4.0,4.0,5,1.0,1.0,56.0
5.0,8.0,52000,0.0,4.0,2013,504.0,1075000,1.0,1.0,5,1.0,0.0,135.0
5.0,7.0,15407,29.0,251.0,2021,1848.0,835000,1.0,4.0,5,1.0,1.0,41.0
5.0,2.0,50000,9.0,84.0,2009,1290.0,175000,4.0,4.0,5,3.0,1.0,85.0
5.0,8.0,80000,7.0,0.0,1985,916.0,495000,1.0,4.0,5,1.0,1.0,9.0
5.0,8.0,58000,8.0,59.0,2017,2027.0,550000,4.0,4.0,5,1.0,1.0,113.0
5.0,8.0,14000,9.0,81.0,2021,1485.0,1025000,4.0,4.0,5,1.0,1.0,9.0
5.0,8.0,80000,9.0,71.0,2014,1485.0,350000,4.0,4.0,5,4.0,1.0,85.0
5.0,8.0,45000,9.0,71.0,2017,487.0,775000,4.0,4.0,5,1.0,1.0,113.0
5.0,2.0,98074,20.0,148.0,2016,85.0,432000,1.0,4.0,5,1.0,1.0,107.0
5.0,8.0,40330,21.0,186.0,2013,876.0,1080000,1.0,1.0,5,1.0,0.0,135.0
5.0,2.0,72017,20.0,173.0,2014,1745.0,269000,1.0,4.0,5,3.0,1.0,113.0
5.0,4.0,65002,20.0,155.0,2015,1190.0,521000,1.0,1.0,7,1.0,1.0,56.0
5.0,2.0,70000,20.0,145.0,2011,1246.0,150000,4.0,4.0,5,3.0,1.0,85.0
5.0,2.0,48005,17.0,126.0,2017,1099.0,407000,4.0,4.0,6,1.0,1.0,135.0
5.0,2.0,8625,9.0,76.0,2019,1574.0,459999,5.0,4.0,5,1.0,1.0,113.0
5.0,2.0,10000,29.0,239.0,2020,1876.0,725000,4.0,4.0,5,1.0,1.0,85.0
5.0,8.0,67000,28.0,233.0,2012,1062.0,340000,4.0,1.0,5,1.0,1.0,65.0
5.0,2.0,10000,29.0,239.0,2020,1876.0,735000,4.0,4.0,5,1.0,1.0,85.0
5.0,7.0,50000,9.0,69.0,2018,373.0,1200000,4.0,1.0,5,1.0,1.0,85.0
5.0,2.0,60000,20.0,177.0,2011,1224.0,145000,4.0,4.0,5,4.0,1.0,107.0
5.0,2.0,60000,20.0,151.0,2017,1952.0,350000,4.0,4.0,5,4.0,1.0,85.0
5.0,7.0,34000,0.0,8.0,2014,504.0,1950000,1.0,1.0,5,1.0,0.0,14.0
5.0,2.0,60000,20.0,144.0,2012,1780.0,300000,4.0,4.0,5,1.0,1.0,85.0
5.0,4.0,152000,30.0,271.0,2014,564.0,695000,1.0,1.0,7,1.0,1.0,14.0
5.0,8.0,56766,30.0,263.0,2013,427.0,399000,4.0,4.0,5,4.0,1.0,9.0
5.0,7.0,7114,29.0,250.0,2022,1910.0,2109000,4.0,1.0,6,1.0,0.0,9.0
5.0,7.0,25508,29.0,250.0,2021,1910.0,2000000,1.0,1.0,6,1.0,0.0,114.0
5.0,2.0,39369,20.0,173.0,2012,1229.0,217000,1.0,4.0,5,1.0,1.0,113.0
5.0,7.0,96707,17.0,139.0,2018,1796.0,886000,1.0,1.0,7,1.0,1.0,85.0
5.0,2.0,50000,9.0,86.0,2016,145.0,550000,4.0,4.0,5,1.0,1.0,85.0
5.0,2.0,30345,27.0,224.0,2019,1399.0,327000,4.0,4.0,5,1.0,1.0,107.0
5.0,7.0,128232,30.0,267.0,2016,720.0,1775000,1.0,1.0,7,1.0,0.0,135.0
5.0,7.0,54018,8.0,65.0,2017,2025.0,487000,4.0,4.0,5,1.0,1.0,14.0
5.0,8.0,32007,9.0,81.0,2016,372.0,612000,5.0,1.0,5,1.0,1.0,113.0
5.0,2.0,100000,9.0,84.0,2015,1567.0,310000,4.0,4.0,5,1.0,1.0,85.0
5.0,2.0,30000,9.0,77.0,2014,1106.0,245000,4.0,4.0,5,3.0,1.0,54.0
5.0,8.0,66452,32.0,290.0,2018,946.0,1980000,1.0,1.0,5,1.0,0.0,113.0
5.0,7.0,38706,32.0,295.0,2021,954.0,4500000,1.0,1.0,5,1.0,0.0,135.0
5.0,8.0,80000,8.0,59.0,2018,2025.0,650000,4.0,4.0,5,1.0,1.0,85.0
5.0,8.0,60000,9.0,81.0,2015,416.0,750000,4.0,4.0,5,1.0,1.0,54.0
5.0,2.0,120000,9.0,86.0,2016,864.0,500000,4.0,4.0,5,1.0,1.0,85.0
5.0,4.0,150000,2.0,32.0,2012,1201.0,720000,4.0,1.0,10,3.0,1.0,85.0
5.0,8.0,19000,8.0,59.0,2017,2006.0,790000,4.0,1.0,5,1.0,1.0,14.0
5.0,4.0,260000,30.0,271.0,2012,581.0,645000,1.0,1.0,7,1.0,1.0,56.0
5.0,8.0,71552,8.0,59.0,2014,2013.0,403000,1.0,4.0,5,1.0,1.0,14.0
5.0,2.0,65039,9.0,73.0,2015,1566.0,301000,4.0,4.0,5,3.0,1.0,113.0
5.0,2.0,60000,9.0,77.0,2007,1108.0,40000,4.0,4.0,5,3.0,1.0,54.0
5.0,2.0,73578,27.0,224.0,2019,28.0,359000,5.0,4.0,5,1.0,1.0,107.0
5.0,2.0,27160,9.0,76.0,2021,1571.0,511000,4.0,4.0,5,1.0,0.0,85.0
5.0,2.0,36000,9.0,85.0,2017,88.0,425000,1.0,4.0,5,1.0,1.0,8.0
5.0,2.0,84367,9.0,73.0,2014,1566.0,277000,1.0,4.0,5,1.0,1.0,113.0
5.0,4.0,32599,20.0,155.0,2019,1728.0,750000,4.0,4.0,7,1.0,1.0,56.0
5.0,7.0,47530,27.0,222.0,2017,1350.0,551000,4.0,4.0,5,1.0,1.0,107.0
5.0,2.0,35457,8.0,57.0,2014,1442.0,254000,1.0,4.0,5,1.0,1.0,113.0
5.0,7.0,28134,13.0,102.0,2020,1165.0,1275000,1.0,4.0,5,1.0,0.0,83.0
5.0,2.0,28000,9.0,84.0,2011,1573.0,270000,1.0,4.0,5,1.0,0.0,107.0
5.0,7.0,20000,12.0,97.0,2023,462.0,2000000,4.0,1.0,5,1.0,0.0,54.0
5.0,7.0,33582,14.0,111.0,2020,1327.0,7900000,1.0,4.0,5,3.0,0.0,8.0
5.0,2.0,46005,9.0,84.0,2014,1566.0,254999,1.0,4.0,5,1.0,1.0,82.0
5.0,7.0,2565,16.0,115.0,2021,1525.0,3450000,1.0,1.0,6,1.0,0.0,8.0
5.0,2.0,28000,20.0,168.0,2018,785.0,535000,1.0,4.0,5,1.0,0.0,107.0
5.0,2.0,32000,8.0,62.0,2015,1671.0,440000,1.0,4.0,5,1.0,0.0,135.0
5.0,8.0,45000,20.0,169.0,2009,1769.0,225000,1.0,4.0,5,1.0,1.0,49.0
5.0,7.0,78565,17.0,139.0,2019,1792.0,1295000,1.0,1.0,7,1.0,1.0,135.0
5.0,7.0,10197,16.0,116.0,2022,1535.0,1792000,4.0,4.0,5,1.0,0.0,8.0
5.0,2.0,60000,9.0,70.0,2014,937.0,180000,4.0,4.0,5,3.0,1.0,85.0
5.0,8.0,32844,8.0,59.0,2017,2012.0,602000,1.0,4.0,5,1.0,1.0,113.0
5.0,2.0,5198,29.0,256.0,2022,1886.0,743000,1.0,0.0,5,1.0,1.0,8.0
5.0,2.0,40000,9.0,85.0,2013,1569.0,335000,1.0,4.0,5,1.0,1.0,13.0
5.0,8.0,19355,28.0,235.0,2019,388.0,750000,1.0,4.0,5,1.0,0.0,85.0
5.0,8.0,60000,20.0,169.0,2010,1769.0,240000,4.0,4.0,5,1.0,1.0,9.0
5.0,2.0,31197,20.0,173.0,2019,1728.0,474000,4.0,4.0,5,1.0,1.0,113.0
5.0,2.0,6651,4.0,37.0,2021,31.0,346000,4.0,4.0,5,1.0,1.0,85.0
5.0,2.0,60000,2.0,31.0,2009,7.0,70000,4.0,4.0,5,4.0,1.0,85.0
5.0,7.0,35000,8.0,56.0,2018,2028.0,745000,1.0,4.0,7,1.0,1.0,56.0
5.0,8.0,57000,8.0,59.0,2013,1427.0,335000,1.0,4.0,5,1.0,1.0,107.0
5.0,8.0,50469,8.0,59.0,2016,2009.0,550000,4.0,4.0,5,1.0,0.0,14.0
5.0,2.0,32000,20.0,168.0,2018,1712.0,524000,1.0,4.0,5,1.0,1.0,113.0
5.0,8.0,36000,30.0,263.0,2016,425.0,850000,1.0,4.0,5,1.0,0.0,49.0
5.0,2.0,30000,4.0,37.0,2018,1607.0,210000,4.0,4.0,5,1.0,1.0,85.0
5.0,7.0,68042,17.0,139.0,2018,795.0,999000,1.0,1.0,7,1.0,0.0,83.0
5.0,2.0,65000,9.0,84.0,2014,1566.0,229999,1.0,4.0,5,3.0,1.0,135.0
5.0,2.0,24000,20.0,168.0,2020,1761.0,549000,1.0,4.0,5,1.0,1.0,9.0
5.0,8.0,82948,20.0,153.0,2016,1944.0,520000,1.0,1.0,5,1.0,1.0,113.0
5.0,2.0,23162,20.0,177.0,2010,1748.0,141000,1.0,4.0,5,3.0,1.0,14.0
5.0,2.0,45000,20.0,164.0,2010,1769.0,129000,1.0,4.0,5,1.0,1.0,9.0
5.0,7.0,7281,8.0,65.0,2020,2025.0,641000,1.0,4.0,5,3.0,1.0,85.0
5.0,2.0,29428,9.0,86.0,2016,137.0,466000,4.0,4.0,5,1.0,1.0,135.0
5.0,7.0,64000,9.0,69.0,2018,402.0,844999,1.0,4.0,5,1.0,1.0,135.0
5.0,2.0,62202,20.0,146.0,2016,1224.0,215000,1.0,4.0,5,1.0,1.0,85.0
5.0,8.0,47000,8.0,59.0,2018,2029.0,725000,4.0,4.0,5,1.0,1.0,135.0
5.0,8.0,13145,29.0,258.0,2022,1886.0,772000,1.0,0.0,5,1.0,1.0,107.0
5.0,2.0,119490,9.0,70.0,2017,1566.0,254999,4.0,4.0,5,1.0,1.0,9.0
5.0,7.0,8000,17.0,139.0,2021,1788.0,1673999,1.0,1.0,7,1.0,1.0,135.0
5.0,8.0,45000,8.0,59.0,2015,2002.0,525000,4.0,1.0,5,1.0,1.0,14.0
5.0,2.0,46422,20.0,174.0,2016,1728.0,295000,1.0,4.0,5,1.0,1.0,56.0
5.0,2.0,64000,9.0,84.0,2014,1566.0,235000,1.0,4.0,5,4.0,1.0,85.0
5.0,8.0,52000,31.0,277.0,2020,323.0,495000,1.0,1.0,5,1.0,1.0,14.0
5.0,8.0,25000,8.0,59.0,2019,1677.0,685000,1.0,4.0,5,1.0,1.0,14.0
5.0,2.0,15000,9.0,70.0,2013,1074.0,186000,4.0,4.0,5,3.0,1.0,9.0
5.0,7.0,45000,13.0,102.0,2020,1126.0,1265000,1.0,4.0,5,1.0,1.0,49.0
5.0,7.0,65000,9.0,69.0,2018,397.0,894999,1.0,4.0,5,1.0,0.0,135.0
5.0,7.0,65000,12.0,96.0,2018,466.0,950000,4.0,1.0,5,1.0,1.0,8.0
5.0,8.0,21628,8.0,59.0,2019,2027.0,727000,1.0,4.0,5,1.0,1.0,113.0
5.0,2.0,8347,20.0,168.0,2016,1728.0,426999,4.0,4.0,5,1.0,1.0,113.0
5.0,7.0,72057,17.0,130.0,2016,1456.0,875000,1.0,1.0,7,3.0,1.0,9.0
5.0,2.0,52549,9.0,73.0,2017,95.0,349000,4.0,4.0,5,1.0,1.0,113.0
5.0,8.0,44540,8.0,59.0,2014,2009.0,450000,4.0,4.0,5,3.0,0.0,85.0
5.0,2.0,44000,20.0,168.0,2014,1224.0,320000,1.0,4.0,5,3.0,1.0,113.0
5.0,2.0,53084,9.0,74.0,2019,835.0,646000,4.0,1.0,5,1.0,1.0,113.0
5.0,4.0,10000,20.0,175.0,2021,812.0,950000,4.0,4.0,6,3.0,1.0,85.0
5.0,8.0,34339,30.0,263.0,2018,441.0,1124000,1.0,4.0,5,3.0,0.0,135.0
5.0,7.0,15456,13.0,102.0,2020,1155.0,1057000,4.0,4.0,5,1.0,1.0,107.0
5.0,2.0,68000,9.0,76.0,2018,1574.0,385000,1.0,4.0,5,1.0,1.0,56.0
5.0,7.0,10000,20.0,167.0,2021,981.0,875000,4.0,4.0,5,1.0,1.0,85.0
5.0,7.0,100000,17.0,134.0,2017,2042.0,520000,4.0,1.0,7,1.0,1.0,85.0
5.0,7.0,59639,17.0,134.0,2019,1613.0,675000,1.0,1.0,7,1.0,1.0,107.0
5.0,2.0,50000,20.0,151.0,2017,1952.0,360000,4.0,4.0,5,1.0,1.0,85.0
5.0,8.0,37000,0.0,4.0,2016,684.0,1795000,1.0,4.0,5,1.0,0.0,135.0
5.0,8.0,60000,27.0,228.0,2013,1424.0,235000,4.0,4.0,5,3.0,1.0,135.0
5.0,2.0,8000,9.0,87.0,2022,1319.0,900000,4.0,4.0,5,1.0,1.0,9.0
5.0,4.0,31000,20.0,155.0,2017,1472.0,800000,4.0,1.0,7,1.0,1.0,113.0
5.0,8.0,44890,8.0,55.0,2016,1454.0,357000,1.0,4.0,5,1.0,1.0,113.0
5.0,7.0,48752,9.0,69.0,2017,219.0,620000,1.0,1.0,5,3.0,1.0,85.0
5.0,7.0,10000,29.0,250.0,2022,1924.0,2350000,4.0,1.0,6,1.0,0.0,85.0
5.0,7.0,5151,17.0,125.0,2017,2040.0,372000,4.0,4.0,5,1.0,1.0,107.0
5.0,2.0,28807,20.0,146.0,2017,1224.0,275000,5.0,4.0,5,1.0,1.0,9.0
5.0,2.0,30000,9.0,77.0,2014,1106.0,220000,4.0,4.0,5,3.0,1.0,85.0
5.0,8.0,20593,8.0,59.0,2019,2027.0,763000,4.0,4.0,5,1.0,1.0,113.0
5.0,8.0,82879,8.0,55.0,2015,1054.0,260000,4.0,4.0,5,3.0,1.0,85.0
5.0,8.0,13407,8.0,59.0,2022,1677.0,1015000,1.0,4.0,5,1.0,1.0,107.0
5.0,2.0,100000,20.0,161.0,2019,148.0,409999,4.0,4.0,5,1.0,1.0,85.0
5.0,4.0,66000,20.0,155.0,2018,1687.0,791000,1.0,1.0,7,1.0,1.0,56.0
5.0,4.0,177000,30.0,271.0,2015,564.0,745000,1.0,1.0,7,1.0,1.0,113.0
5.0,4.0,21100,30.0,272.0,2021,534.0,1850000,4.0,1.0,7,1.0,1.0,8.0
5.0,4.0,120000,29.0,255.0,2005,1049.0,110000,4.0,1.0,10,1.0,1.0,107.0
5.0,8.0,44227,1.0,16.0,2018,1118.0,3900000,1.0,1.0,4,1.0,0.0,135.0
5.0,7.0,70000,30.0,267.0,2015,720.0,1350000,4.0,1.0,7,4.0,0.0,113.0
5.0,7.0,45000,8.0,65.0,2019,2029.0,650000,4.0,4.0,5,1.0,1.0,55.0
5.0,7.0,50000,9.0,67.0,2021,1546.0,1600000,4.0,4.0,6,1.0,1.0,8.0
5.0,2.0,77042,20.0,168.0,2019,1728.0,449000,1.0,4.0,5,1.0,1.0,107.0
5.0,8.0,42325,29.0,258.0,2021,1876.0,517000,4.0,4.0,5,1.0,1.0,85.0
5.0,2.0,50000,31.0,281.0,2017,113.0,500000,4.0,4.0,5,1.0,1.0,85.0
5.0,2.0,37196,20.0,168.0,2015,1952.0,400000,1.0,4.0,5,1.0,1.0,85.0
5.0,2.0,61530,20.0,148.0,2017,185.0,459999,4.0,1.0,5,1.0,1.0,107.0
5.0,2.0,48000,9.0,86.0,2016,146.0,580000,4.0,4.0,5,1.0,1.0,135.0
5.0,7.0,74444,20.0,172.0,2017,1942.0,643000,1.0,1.0,5,1.0,1.0,85.0
5.0,2.0,120000,28.0,230.0,2011,114.0,200000,4.0,4.0,5,1.0,1.0,85.0
5.0,2.0,11768,20.0,165.0,2020,1765.0,411000,1.0,4.0,5,1.0,1.0,85.0
5.0,2.0,19715,27.0,224.0,2020,1405.0,384000,4.0,4.0,5,3.0,1.0,9.0
5.0,7.0,54581,8.0,65.0,2018,2029.0,500000,4.0,4.0,5,1.0,1.0,14.0
5.0,8.0,34000,0.0,4.0,2014,504.0,1475000,1.0,1.0,5,1.0,0.0,56.0
5.0,2.0,50000,9.0,85.0,2016,1569.0,500000,4.0,4.0,5,3.0,1.0,85.0
5.0,2.0,40000,31.0,281.0,2014,115.0,360000,4.0,4.0,5,3.0,1.0,85.0
5.0,7.0,70000,30.0,267.0,2015,720.0,1450000,4.0,1.0,7,2.0,0.0,113.0
5.0,7.0,19600,26.0,219.0,2016,624.0,4200000,4.0,4.0,5,4.0,0.0,9.0
5.0,4.0,120000,2.0,32.0,2011,1202.0,350000,4.0,1.0,7,1.0,1.0,135.0
5.0,7.0,68000,1.0,19.0,2012,2062.0,1199000,1.0,1.0,5,1.0,0.0,8.0
5.0,8.0,70000,29.0,248.0,2014,924.0,220000,4.0,1.0,5,3.0,1.0,85.0
5.0,2.0,50000,9.0,73.0,2016,911.0,330000,4.0,1.0,5,2.0,1.0,85.0
5.0,8.0,70179,29.0,258.0,2021,1842.0,518000,4.0,4.0,5,1.0,1.0,135.0
5.0,2.0,54501,20.0,144.0,2010,1267.0,141000,1.0,4.0,5,1.0,1.0,55.0
5.0,7.0,20000,27.0,221.0,2018,263.0,800000,4.0,1.0,5,1.0,1.0,85.0
5.0,2.0,28651,20.0,146.0,2016,1224.0,227000,4.0,4.0,5,1.0,1.0,85.0
5.0,8.0,64787,8.0,59.0,2014,2012.0,372000,4.0,4.0,5,3.0,1.0,135.0
5.0,7.0,138726,30.0,267.0,2014,724.0,1300000,1.0,1.0,7,1.0,1.0,56.0
5.0,2.0,24147,20.0,173.0,2019,1728.0,437000,1.0,4.0,5,1.0,1.0,113.0
5.0,8.0,65000,30.0,263.0,2017,1695.0,950000,4.0,4.0,5,1.0,0.0,135.0
5.0,8.0,79513,8.0,59.0,2015,2013.0,421000,1.0,4.0,5,1.0,1.0,113.0
5.0,2.0,87845,9.0,85.0,2010,119.0,193000,4.0,4.0,5,1.0,1.0,8.0
5.0,4.0,20000,20.0,155.0,2015,1952.0,750000,4.0,4.0,7,1.0,1.0,85.0
5.0,8.0,55000,31.0,279.0,2015,246.0,599000,4.0,4.0,5,1.0,1.0,113.0
5.0,2.0,60000,17.0,126.0,2020,1101.0,470000,4.0,4.0,6,3.0,1.0,135.0
5.0,2.0,47183,8.0,57.0,2014,1442.0,335000,4.0,4.0,5,1.0,1.0,113.0
5.0,4.0,150000,30.0,271.0,2015,583.0,1050000,4.0,1.0,7,1.0,1.0,85.0
5.0,8.0,41510,21.0,189.0,2015,1040.0,2199000,1.0,1.0,5,3.0,0.0,113.0
5.0,8.0,54600,9.0,71.0,2017,396.0,843000,1.0,1.0,5,1.0,1.0,8.0
5.0,8.0,70000,2.0,30.0,2015,108.0,180000,4.0,4.0,5,1.0,1.0,135.0
5.0,7.0,29882,20.0,172.0,2021,1224.0,673000,5.0,4.0,5,1.0,1.0,113.0
5.0,8.0,69000,9.0,81.0,2013,360.0,250000,4.0,1.0,5,1.0,1.0,8.0
5.0,2.0,46624,9.0,85.0,2011,832.0,198000,1.0,4.0,5,3.0,1.0,113.0
5.0,7.0,56312,13.0,102.0,2021,1128.0,1400000,1.0,1.0,5,1.0,0.0,8.0
5.0,2.0,22950,20.0,146.0,2019,1224.0,283000,4.0,4.0,5,1.0,1.0,107.0
5.0,2.0,42000,9.0,84.0,2014,1067.0,214000,1.0,4.0,5,3.0,1.0,107.0
5.0,2.0,26135,9.0,70.0,2014,1074.0,215000,4.0,4.0,5,1.0,1.0,9.0
5.0,2.0,20913,31.0,281.0,2020,14.0,749000,1.0,4.0,5,1.0,1.0,107.0
5.0,2.0,14000,9.0,70.0,2013,1074.0,185000,1.0,4.0,5,3.0,1.0,9.0
5.0,2.0,3000,20.0,165.0,2020,1775.0,421000,1.0,4.0,5,1.0,1.0,56.0
5.0,2.0,52002,20.0,148.0,2018,194.0,465000,1.0,1.0,5,1.0,1.0,107.0
5.0,2.0,60000,9.0,85.0,2010,119.0,200000,4.0,4.0,5,3.0,1.0,85.0
5.0,7.0,50000,13.0,102.0,2021,1168.0,1321000,4.0,1.0,5,1.0,1.0,56.0
5.0,8.0,59000,30.0,263.0,2014,1097.0,450000,4.0,4.0,5,1.0,1.0,135.0
5.0,7.0,15000,13.0,103.0,2022,1130.0,1199000,1.0,1.0,5,1.0,1.0,135.0
5.0,2.0,22393,9.0,70.0,2014,1074.0,210000,1.0,4.0,5,3.0,1.0,135.0
5.0,8.0,53483,8.0,55.0,2016,1451.0,345000,1.0,1.0,5,1.0,1.0,42.0
5.0,8.0,49000,8.0,64.0,2011,533.0,421000,4.0,4.0,5,1.0,0.0,56.0
